
1 3347.94 2.92 86.95 736.26

2 3256.45 4.05 549.05 713.89

3 3126.45 6.71 1112.52 689.81

4 3128.96 12.17 1625.60 695.92

5 3117.94 34.71 2121.17 2691.29

6 2944.10 293.35 2557.62 2680.77

7 3392.21 641.24 2947.79 2718.97

8 3305.57 858.67 3367.57 2713.40

9 2930.85 1149.33 3692.15 4031.85

10 2712.45 1471.41 3994.91 4028.59

11 3294.90 1600.76 4226.71 4030.67

12 3413.20 1822.00 4461.65 4035.35

13 2997.25 2136.00 4742.50 4970.90

14 3502.50 2293.00 4897.69 4940.00

15 3478.64 2488.82 5096.09 4939.55

16 3473.08 2689.85 5282.08 4954.69

17 3419.83 2896.25 5409.75 5610.58

18 2859.20 3183.70 5629.80 5665.20

19 3153.58 3338.83 5747.50 5640.67

20 2554.00 3571.75 5886.25 5661.00

21 2896.64 3674.55 6002.82 6133.09

22 2669.38 3925.12 6158.12 6169.38

23 1860.50 4220.00 6331.67 6266.67

24 3046.75 4181.38 6315.88 6127.38

25 2821.83 4388.50 6401.83 6516.50

26 3220.25 4500.75 6447.50 6462.62

27 3241.83 4693.50 6558.50 6481.83

28 3009.57 4910.43 6647.71 6506.29

29 3441.50 5026.33 6661.83 6709.83

30 3062.43 5286.43 6770.71 6768.43

31 4015.75 5284.75 6667.25 6615.00

32 2702.67 5627.33 6917.67 6822.33

33 3707.40 5590.20 6814.60 6845.40

34 3494.00 5787.25 6892.25 6889.75

35 3528.00 5924.75 6926.00 6891.75

36 3275.50 6083.50 7000.00 6942.00

37 3311.50 6156.00 7028.50 7054.50

38 4101.50 6105.50 6943.50 6938.00

39 3367.50 6307.00 7076.00 7056.50

40 3406.50 6385.50 7097.00 7059.50

41 3446.50 6466.00 7115.50 7133.50

42 3133.67 6624.00 7186.33 7187.00

43 4241.50 6550.00 7029.50 7012.50

44 4284.50 6636.50 7041.00 7015.50

45 2555.00 6991.00 7334.00 7343.00

46 6102.00 6459.00 6774.00 6767.00

47 6148.00 6505.00 6781.00 6769.00

49 6195.00 6552.00 6792.00 6792.00

50 6244.00 6601.00 6797.00 6793.00

51 6294.00 6651.00 6801.00 6795.00

52 6345.00 6702.00 6804.00 6798.00

53 6397.00 6754.00 6806.00 6806.00

55 6450.00 6807.00 6807.00 6807.00
